,abundance,seed,speciation_rate,species_id,time
2880,12,10,5e-06,10,100.0
2881,3,10,5e-06,11,100.0
2882,87,10,5e-06,12,100.0
2883,1,10,5e-06,13,100.0
2884,23,10,5e-06,14,100.0
2885,205,10,5e-06,15,100.0
2886,75,10,5e-06,16,100.0
2887,39,10,5e-06,17,100.0
2888,26,10,5e-06,18,100.0
2889,39,10,5e-06,19,100.0
2890,95,10,5e-06,20,100.0
2891,77,10,5e-06,21,100.0
2892,36,10,5e-06,22,100.0
2893,1,10,5e-06,23,100.0
2894,155,10,5e-06,24,100.0
2895,179,10,5e-06,25,100.0
2896,96,10,5e-06,26,100.0
2897,2,10,5e-06,27,100.0
2898,70,10,5e-06,28,100.0
2899,55,10,5e-06,29,100.0
2900,11,10,5e-06,30,100.0
2901,110,10,5e-06,31,100.0
2902,78,10,5e-06,32,100.0
2903,137,10,5e-06,33,100.0
2904,296,10,5e-06,34,100.0
2905,210,10,5e-06,35,100.0
2906,307,10,5e-06,36,100.0
2907,452,10,5e-06,37,100.0
2908,117,10,5e-06,38,100.0
2909,13,10,5e-06,39,100.0
2910,361,10,5e-06,40,100.0
2911,55,10,5e-06,41,100.0
2912,33,10,5e-06,42,100.0
2913,0,10,1e-05,0,0.0
2914,8,10,1e-05,1,0.0
2915,4,10,1e-05,2,0.0
2916,1,10,1e-05,3,0.0
2917,1,10,1e-05,4,0.0
2918,9,10,1e-05,5,0.0
2919,2,10,1e-05,6,0.0
2920,6,10,1e-05,7,0.0
2921,43,10,1e-05,8,0.0
2922,2,10,1e-05,9,0.0
2923,5,10,1e-05,10,0.0
2924,5,10,1e-05,11,0.0
2925,21,10,1e-05,12,0.0
2926,30,10,1e-05,13,0.0
2927,3,10,1e-05,14,0.0
2928,5,10,1e-05,15,0.0
2929,6,10,1e-05,16,0.0
2930,4,10,1e-05,17,0.0
2931,29,10,1e-05,18,0.0
2932,4,10,1e-05,19,0.0
2933,40,10,1e-05,20,0.0
2934,24,10,1e-05,21,0.0
2935,12,10,1e-05,22,0.0
2936,21,10,1e-05,23,0.0
2937,2,10,1e-05,24,0.0
2938,11,10,1e-05,25,0.0
2939,3,10,1e-05,26,0.0
2940,36,10,1e-05,27,0.0
2941,42,10,1e-05,28,0.0
2942,5,10,1e-05,29,0.0
2943,50,10,1e-05,30,0.0
2944,62,10,1e-05,31,0.0
2945,2,10,1e-05,32,0.0
2946,1,10,1e-05,33,0.0
2947,0,10,1e-05,0,50.0
2948,4,10,1e-05,1,50.0
2949,1,10,1e-05,2,50.0
2950,3,10,1e-05,3,50.0
2951,2,10,1e-05,4,50.0
2952,5,10,1e-05,5,50.0
2953,2,10,1e-05,6,50.0
2954,1,10,1e-05,7,50.0
2955,30,10,1e-05,8,50.0
2956,4,10,1e-05,9,50.0
2957,8,10,1e-05,10,50.0
2958,2,10,1e-05,11,50.0
2959,8,10,1e-05,12,50.0
2960,4,10,1e-05,13,50.0
2961,4,10,1e-05,14,50.0
2962,13,10,1e-05,15,50.0
2963,20,10,1e-05,16,50.0
2964,2,10,1e-05,17,50.0
2965,11,10,1e-05,18,50.0
2966,3,10,1e-05,19,50.0
2967,25,10,1e-05,20,50.0
2968,27,10,1e-05,21,50.0
2969,1,10,1e-05,22,50.0
2970,16,10,1e-05,23,50.0
2971,6,10,1e-05,24,50.0
2972,12,10,1e-05,25,50.0
2973,6,10,1e-05,26,50.0
2974,46,10,1e-05,27,50.0
2975,1,10,1e-05,28,50.0
2976,14,10,1e-05,29,50.0
2977,26,10,1e-05,30,50.0
2978,59,10,1e-05,31,50.0
2979,12,10,1e-05,32,50.0
2980,2,10,1e-05,33,50.0
2981,1,10,1e-05,34,50.0
2982,0,10,1e-05,0,100.0
2983,5,10,1e-05,1,100.0
2984,1,10,1e-05,2,100.0
2985,16,10,1e-05,3,100.0
2986,35,10,1e-05,4,100.0
2987,26,10,1e-05,5,100.0
2988,23,10,1e-05,6,100.0
2989,4,10,1e-05,7,100.0
2990,22,10,1e-05,8,100.0
2991,29,10,1e-05,9,100.0
2992,8,10,1e-05,10,100.0
2993,8,10,1e-05,11,100.0
2994,104,10,1e-05,12,100.0
2995,12,10,1e-05,13,100.0
2996,3,10,1e-05,14,100.0
2997,87,10,1e-05,15,100.0
2998,10,10,1e-05,16,100.0
2999,13,10,1e-05,17,100.0
3000,87,10,1e-05,18,100.0
3001,1,10,1e-05,19,100.0
3002,21,10,1e-05,20,100.0
3003,23,10,1e-05,21,100.0
3004,205,10,1e-05,22,100.0
3005,130,10,1e-05,23,100.0
3006,7,10,1e-05,24,100.0
3007,42,10,1e-05,25,100.0
3008,74,10,1e-05,26,100.0
3009,61,10,1e-05,27,100.0
3010,20,10,1e-05,28,100.0
3011,49,10,1e-05,29,100.0
3012,75,10,1e-05,30,100.0
3013,94,10,1e-05,31,100.0
3014,39,10,1e-05,32,100.0
3015,20,10,1e-05,33,100.0
3016,26,10,1e-05,34,100.0
3017,39,10,1e-05,35,100.0
3018,95,10,1e-05,36,100.0
3019,77,10,1e-05,37,100.0
3020,36,10,1e-05,38,100.0
3021,36,10,1e-05,39,100.0
3022,1,10,1e-05,40,100.0
3023,35,10,1e-05,41,100.0
3024,159,10,1e-05,42,100.0
3025,96,10,1e-05,43,100.0
3026,2,10,1e-05,44,100.0
3027,63,10,1e-05,45,100.0
3028,187,10,1e-05,46,100.0
3029,95,10,1e-05,47,100.0
3030,55,10,1e-05,48,100.0
3031,3,10,1e-05,49,100.0
3032,78,10,1e-05,50,100.0
3033,4,10,1e-05,51,100.0
3034,250,10,1e-05,52,100.0
3035,8,10,1e-05,53,100.0
3036,210,10,1e-05,54,100.0
3037,220,10,1e-05,55,100.0
3038,322,10,1e-05,56,100.0
3039,96,10,1e-05,57,100.0
3040,25,10,1e-05,58,100.0
3041,13,10,1e-05,59,100.0
3042,17,10,1e-05,60,100.0
